Quantity,Order Price (Minutes),Created at,Frozen Unit Price (Minutes),Item: Image,Address: Country,Full Name (from Item)
1,12000,8/25/2024 4:29am,12000,https://cloud-7x2qyu0b9-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_08.46.20.png,Italy,Quest 3
1,240,9/9/2024 10:58pm,240,https://cloud-nozsvexvx-hack-club-bot.vercel.app/0universal_paperclips_title_screen.png,,OpenAI credits 
1,7800,8/31/2024 5:43am,7800,https://cloud-cqnd9gu78-hack-club-bot.vercel.app/1prusa.png,Taiwan,Prusa MINI+
1,1200,9/8/2024 5:57pm,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,United Kingdom,PineTime by PINE64
1,9600,9/4/2024 10:53pm,9600,https://cloud-k0uz9sh1c-hack-club-bot.vercel.app/2ipad.png,India,iPad 10th Gen + 1st Gen Apple Pencil
1,3000,9/9/2024 11:40pm,3000,https://cloud-ephagrx6o-hack-club-bot.vercel.app/1keeb.png,United States,Keychron US K6 Pro
1,1200,9/9/2024 11:19pm,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,United States,PineTime by PINE64
1,1200,9/9/2024 11:05pm,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,United States,PineTime by PINE64
1,8100,8/30/2024 10:28am,8100,https://cloud-n8ijhwk64-hack-club-bot.vercel.app/0a1_mini.png,United States,Bambu Lab A1 mini
4,240,9/10/2024 1:03pm,60,,,"HCB Funds (Special, Talk to Zach)"
1,720,9/10/2024 11:58am,720,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,United States,YubiKey 
1,1080,9/9/2024 11:15pm,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,United States,Tuxedo pick set + clear training lock
1,60,9/10/2024 11:59am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,United States,Pile of stickers 
1,840,9/9/2024 3:28pm,840,https://cloud-3lhacr9fo-hack-club-bot.vercel.app/061ix8eet_dl._ac_sx679_.png,Germany,Pinecil 
1,8100,9/3/2024 12:14pm,8100,https://cloud-n8ijhwk64-hack-club-bot.vercel.app/0a1_mini.png,Germany,Bambu Lab A1 mini
1,1200,9/8/2024 10:50pm,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,Canada,PineTime by PINE64
1,1200,9/8/2024 6:26pm,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,United Kingdom,PineTime by PINE64
1,1200,9/9/2024 10:52pm,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,United States,PineTime by PINE64
1,1200,9/9/2024 10:08pm,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,United States,PineTime by PINE64
1,240,9/10/2024 12:00am,240,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/2screenshot_2024-08-26_at_1.14.03___pm.png,,Anthropic credits 
1,240,9/9/2024 11:56pm,240,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/2screenshot_2024-08-26_at_1.14.03___pm.png,,Anthropic credits 
1,240,9/9/2024 11:57pm,240,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/2screenshot_2024-08-26_at_1.14.03___pm.png,,Anthropic credits 
1,1200,9/9/2024 9:01pm,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,United States,PineTime by PINE64
1,1200,9/9/2024 3:40pm,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,United States,PineTime by PINE64
1,1200,9/9/2024 4:49pm,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,India,PineTime by PINE64
1,1200,9/9/2024 4:40pm,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,India,PineTime by PINE64
1,1200,9/9/2024 4:24pm,1200,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/1pinetime.png,India,PineTime by PINE64
1,4740,9/4/2024 12:51am,4740,https://cloud-837rvecwy-hack-club-bot.vercel.app/0111851_sp880-airpods-pro-2nd-gen.png,Canada,AirPods Pro 
1,9600,9/1/2024 12:24pm,9600,https://cloud-k0uz9sh1c-hack-club-bot.vercel.app/2ipad.png,United States,iPad 10th Gen + 1st Gen Apple Pencil
1,240,9/10/2024 12:01am,240,https://cloud-itv94wqoe-hack-club-bot.vercel.app/1screenshot_2024-08-26_at_1.23.29___pm.png,,Digital Ocean credits 
1,480,9/9/2024 10:31pm,480,https://cloud-amz50nt0a-hack-club-bot.vercel.app/0soldering_iron.png,United States,Soldering iron + solder
1,480,9/9/2024 2:20pm,480,https://cloud-amz50nt0a-hack-club-bot.vercel.app/0soldering_iron.png,India,Soldering iron + solder
1,480,9/8/2024 3:16pm,480,https://cloud-amz50nt0a-hack-club-bot.vercel.app/0soldering_iron.png,India,Soldering iron + solder
1,1500,9/4/2024 4:10pm,1500,https://cloud-bi9lc9poq-hack-club-bot.vercel.app/0intuos.png,United States,Wacom Intuos S
1,4200,9/3/2024 4:33pm,4200,https://cloud-p2gdpsmd3-hack-club-bot.vercel.app/0top.png,United States,Flipper Zero
1,4200,9/4/2024 12:50am,4200,https://cloud-p2gdpsmd3-hack-club-bot.vercel.app/0top.png,United States,Flipper Zero
1,4200,9/2/2024 7:09pm,4200,https://cloud-p2gdpsmd3-hack-club-bot.vercel.app/0top.png,United States,Flipper Zero
1,4200,8/25/2024 1:02pm,4200,https://cloud-p2gdpsmd3-hack-club-bot.vercel.app/0top.png,United States,Flipper Zero
1,4200,9/2/2024 11:59am,4200,https://cloud-p2gdpsmd3-hack-club-bot.vercel.app/0top.png,Polska,Flipper Zero
1,120,9/10/2024 12:46am,120,https://cloud-50x4zfjwx-hack-club-bot.vercel.app/0enjoy_1.png,United States,Sticker of your choice
1,1080,9/9/2024 10:21pm,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,United States,Tuxedo pick set + clear training lock
1,1080,9/9/2024 9:27pm,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,United States,Tuxedo pick set + clear training lock
1,1080,9/9/2024 9:11pm,1080,https://cloud-8ikvjz9g0-hack-club-bot.vercel.app/0image.png,Canada,Tuxedo pick set + clear training lock
1,120,8/30/2024 10:26am,120,https://cloud-50x4zfjwx-hack-club-bot.vercel.app/0enjoy_1.png,South Korea,Sticker of your choice
1,60,9/10/2024 7:51am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Egypt,Pile of stickers 
1,60,9/10/2024 12:01am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,India,Pile of stickers 
1,60,9/10/2024 9:34am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Hungary,Pile of stickers 
1,240,9/10/2024 12:00am,240,https://cloud-itv94wqoe-hack-club-bot.vercel.app/0thumb_2x-f69b79d27f3b816b1237af12e41413e765149da0972f7bdbb1a416329308d962.png,,Heroku credits 
1,240,9/9/2024 11:54pm,240,https://cloud-nozsvexvx-hack-club-bot.vercel.app/0universal_paperclips_title_screen.png,,OpenAI credits 
1,540,9/9/2024 11:24pm,540,https://cloud-nhghqjofw-hack-club-bot.vercel.app/0image.png,United States,Helping hands 
1,300,9/9/2024 10:42pm,300,https://cloud-re8ou8f0i-hack-club-bot.vercel.app/0image.png,United States,Logic Analyzer 
1,60,9/10/2024 7:20am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Egypt,Pile of stickers 
1,300,9/10/2024 7:10am,300,https://cloud-re8ou8f0i-hack-club-bot.vercel.app/0image.png,United States,Logic Analyzer 
1,60,9/9/2024 11:59pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,United States,Pile of stickers 
1,1500,9/9/2024 9:26pm,1500,https://cloud-dcmjamx8y-hack-club-bot.vercel.app/0image.png,United States,Leatherman Skeletool 
1,840,9/9/2024 6:06pm,840,https://cloud-3lhacr9fo-hack-club-bot.vercel.app/061ix8eet_dl._ac_sx679_.png,United Kingdom,Pinecil 
1,1020,9/9/2024 2:41pm,1020,https://cloud-eiuq0wqao-hack-club-bot.vercel.app/0onebywacom.png,India,One by Wacom
1,180,9/9/2024 11:07pm,180,https://cloud-r1yu83g5v-hack-club-bot.vercel.app/0image.png,United States,E-fidgets Made by Micha!
1,180,9/9/2024 4:21pm,180,https://cloud-r1yu83g5v-hack-club-bot.vercel.app/0image.png,United States,E-fidgets Made by Micha!
1,180,9/9/2024 11:59pm,180,https://cloud-r1yu83g5v-hack-club-bot.vercel.app/0image.png,United States,E-fidgets Made by Micha!
1,180,9/9/2024 6:58pm,180,https://cloud-r1yu83g5v-hack-club-bot.vercel.app/0image.png,United States,E-fidgets Made by Micha!
4,240,9/9/2024 11:59pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,United States,Pile of stickers 
10,600,9/9/2024 11:57pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,India,Pile of stickers 
1,840,9/9/2024 10:01pm,840,https://cloud-3lhacr9fo-hack-club-bot.vercel.app/061ix8eet_dl._ac_sx679_.png,United States,Pinecil 
5,300,9/9/2024 11:57pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,New Zealand,Pile of stickers 
1,3300,9/8/2024 4:52pm,3300,https://cloud-a7oi0q7go-hack-club-bot.vercel.app/0image.png,United States,Ryobi  Rotary Tool Kit
1,840,9/9/2024 11:37pm,840,https://cloud-3lhacr9fo-hack-club-bot.vercel.app/061ix8eet_dl._ac_sx679_.png,United States,Pinecil 
1,60,9/9/2024 11:57pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,United States,Pile of stickers 
1,1500,9/2/2024 5:51pm,1500,https://cloud-dcmjamx8y-hack-club-bot.vercel.app/0image.png,United Kingdom,Leatherman Skeletool 
2,120,9/9/2024 11:45pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Canada,Pile of stickers 
1,120,9/10/2024 9:33am,120,https://cloud-50x4zfjwx-hack-club-bot.vercel.app/0enjoy_1.png,Hungary,Sticker of your choice
1,300,9/9/2024 4:31pm,300,https://cloud-re8ou8f0i-hack-club-bot.vercel.app/0image.png,United Kingdom,Logic Analyzer 
2,240,9/10/2024 3:21am,120,https://cloud-50x4zfjwx-hack-club-bot.vercel.app/0enjoy_1.png,United Kingdom,Sticker of your choice
4,480,9/10/2024 1:59am,120,https://cloud-50x4zfjwx-hack-club-bot.vercel.app/0enjoy_1.png,India,Sticker of your choice
1,840,9/10/2024 12:00am,840,https://cloud-3lhacr9fo-hack-club-bot.vercel.app/061ix8eet_dl._ac_sx679_.png,Canada,Pinecil 
1,840,9/10/2024 8:57am,840,https://cloud-3lhacr9fo-hack-club-bot.vercel.app/061ix8eet_dl._ac_sx679_.png,United States,Pinecil 
1,1020,9/9/2024 11:57pm,1020,https://cloud-eiuq0wqao-hack-club-bot.vercel.app/0onebywacom.png,India,One by Wacom
1,120,9/9/2024 11:55pm,120,https://cloud-50x4zfjwx-hack-club-bot.vercel.app/0enjoy_1.png,United States,Sticker of your choice
1,480,9/10/2024 12:20am,480,https://cloud-4qxzmw5wz-hack-club-bot.vercel.app/0glue.png,India,Hot glue gun 
1,300,9/10/2024 12:19am,300,https://cloud-re8ou8f0i-hack-club-bot.vercel.app/0image.png,India,Logic Analyzer 
1,120,9/9/2024 11:49pm,120,https://cloud-50x4zfjwx-hack-club-bot.vercel.app/0enjoy_1.png,United States,Sticker of your choice
1,240,9/9/2024 11:59pm,240,https://cloud-lr8bs9gzg-hack-club-bot.vercel.app/0books.png,United States,Good Sci-Fi Book 
1,240,9/9/2024 11:56pm,240,https://cloud-lr8bs9gzg-hack-club-bot.vercel.app/0books.png,United States,Good Sci-Fi Book 
1,300,9/9/2024 11:55pm,300,https://cloud-ijdgy1kv8-hack-club-bot.vercel.app/0group_1.png,New Zealand,2 Arcade Posters 11x17 inches. Designed by Acon & Krishna. Good for bedroom walls.
1,540,9/9/2024 11:31pm,540,https://cloud-nhghqjofw-hack-club-bot.vercel.app/0image.png,Canada,Helping hands 
1,1020,9/8/2024 3:12pm,1020,https://cloud-eiuq0wqao-hack-club-bot.vercel.app/0onebywacom.png,India,One by Wacom
1,840,9/9/2024 12:15pm,840,https://cloud-3lhacr9fo-hack-club-bot.vercel.app/061ix8eet_dl._ac_sx679_.png,United Kingdom,Pinecil 
1,840,9/10/2024 12:21am,840,https://cloud-3lhacr9fo-hack-club-bot.vercel.app/061ix8eet_dl._ac_sx679_.png,India,Pinecil 
1,5400,9/5/2024 11:06pm,5400,https://cloud-c6nos84m4-hack-club-bot.vercel.app/061zj7gvrvsl._ac_sx679_.png,Canada,Wacom One display
1,1020,9/8/2024 1:48pm,1020,https://cloud-eiuq0wqao-hack-club-bot.vercel.app/0onebywacom.png,India,One by Wacom
1,1020,9/8/2024 12:04pm,1020,https://cloud-eiuq0wqao-hack-club-bot.vercel.app/0onebywacom.png,India,One by Wacom
1,1020,9/6/2024 10:15pm,1020,https://cloud-eiuq0wqao-hack-club-bot.vercel.app/0onebywacom.png,India,One by Wacom
1,1020,9/6/2024 10:13pm,1020,https://cloud-eiuq0wqao-hack-club-bot.vercel.app/0onebywacom.png,India,One by Wacom
1,60,9/9/2024 11:49pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,United States,Pile of stickers 
2,120,9/9/2024 11:59pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Canada,Pile of stickers 
4,960,9/9/2024 11:56pm,240,https://cloud-nozsvexvx-hack-club-bot.vercel.app/0universal_paperclips_title_screen.png,,OpenAI credits 
2,480,9/9/2024 11:45pm,240,https://cloud-nozsvexvx-hack-club-bot.vercel.app/0universal_paperclips_title_screen.png,,OpenAI credits 
2,480,9/9/2024 11:46pm,240,https://cloud-nozsvexvx-hack-club-bot.vercel.app/0universal_paperclips_title_screen.png,,OpenAI credits 
1,360,9/10/2024 12:01am,360,https://cloud-ogt9k4r4u-hack-club-bot.vercel.app/0breadboard.png,Canada,Breadboard + jumper wires
1,240,9/10/2024 6:40am,240,https://cloud-nozsvexvx-hack-club-bot.vercel.app/0universal_paperclips_title_screen.png,,OpenAI credits 
1,900,9/9/2024 11:53pm,900,https://cloud-5di8nhlvy-hack-club-bot.vercel.app/0image.png,New Zealand,Raspberry Pi Zero 2W Kit
1,900,9/10/2024 12:22am,900,https://cloud-5di8nhlvy-hack-club-bot.vercel.app/0image.png,India,Raspberry Pi Zero 2W Kit
1,60,9/10/2024 12:04am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,Canada,Pile of stickers 
1,60,9/10/2024 7:09am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,United States,Pile of stickers 
1,60,9/10/2024 3:30am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,United Kingdom,Pile of stickers 
1,60,9/10/2024 7:12am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,United States,Pile of stickers 
2,120,9/9/2024 11:58pm,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,United States,Pile of stickers 
1,60,9/10/2024 12:01am,60,https://cloud-c1gqq7ttf-hack-club-bot.vercel.app/0sticker_pile_2.png,India,Pile of stickers 
2,1440,9/9/2024 11:54pm,720,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,United States,YubiKey 
1,3000,9/9/2024 9:50pm,3000,https://cloud-ephagrx6o-hack-club-bot.vercel.app/1keeb.png,United States,Keychron US K6 Pro
1,300,9/9/2024 8:31pm,300,https://cloud-ijdgy1kv8-hack-club-bot.vercel.app/0group_1.png,United States,2 Arcade Posters 11x17 inches. Designed by Acon & Krishna. Good for bedroom walls.
1,240,9/4/2024 9:57am,240,https://cloud-5ttcbislu-hack-club-bot.vercel.app/2screenshot_2024-06-16_at_19.34.55.png,,Domain for 1 year
1,720,9/9/2024 10:52pm,720,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,United States,YubiKey 
1,240,9/9/2024 8:42pm,240,https://cloud-lr8bs9gzg-hack-club-bot.vercel.app/0books.png,United States,Good Sci-Fi Book 
6,1440,9/9/2024 6:12pm,240,https://cloud-nozsvexvx-hack-club-bot.vercel.app/0universal_paperclips_title_screen.png,,OpenAI credits 
1,240,9/9/2024 9:03pm,240,https://cloud-lr8bs9gzg-hack-club-bot.vercel.app/0books.png,United States,Good Sci-Fi Book 
1,720,9/9/2024 10:21pm,720,https://cloud-elfpck7gj-hack-club-bot.vercel.app/0screenshot_2024-06-14_at_07.42.35.png,United States,YubiKey 
1,240,9/9/2024 10:44pm,240,https://cloud-lr8bs9gzg-hack-club-bot.vercel.app/0books.png,United States,Good Sci-Fi Book 
